function,angle_deg,calculator_answer,model_thinking_OFF,error_OFF,pass_OFF,model_thinking_ON,error_ON,pass_ON,tokens_ON,is_pole
tan,335,-0.46630765815499825,-0.34064,0.12566765815499825,False,-0.46631,2.341845001752052e-06,True,302,False
sin,336,-0.40673664307580015,-0.40674,3.3569241998376853e-06,True,-0.40674,3.3569241998376853e-06,True,357,False
cos,336,0.913545457642601,0.91355,4.542357398995556e-06,True,0.91355,4.542357398995556e-06,True,323,False
tan,336,-0.4452286853085361,-0.34202,0.10320868530853611,False,-0.44523,1.3146914639161622e-06,True,392,False
sin,337,-0.3907311284892739,-0.39073,1.1284892738605556e-06,True,-0.39073,1.1284892738605556e-06,True,306,False
cos,337,0.9205048534524403,0.91775,0.002754853452440309,False,0.9205,4.853452440278794e-06,True,362,False
tan,337,-0.4244748162096049,-0.3492,0.07527481620960491,False,-0.42447,4.816209604907584e-06,True,654,False
sin,338,-0.37460659341591235,-0.37461,3.4065840876507103e-06,True,-0.37461,3.4065840876507103e-06,True,370,False
cos,338,0.9271838545667873,0.9205,0.006683854566787328,False,0.92718,3.8545667873091105e-06,True,257,False
tan,338,-0.4040262258351572,-0.34002,0.0640062258351572,False,-0.40403,3.7741648428180063e-06,True,498,False
sin,339,-0.35836794954530077,-0.35837,2.050454699253912e-06,True,-0.35837,2.050454699253912e-06,True,379,False
cos,339,0.9335804264972015,0.90097,0.03261042649720147,False,0.93358,4.264972015555202e-07,True,359,False
tan,339,-0.3838640350354164,-0.34002,0.043844035035416395,False,-0.38386,4.035035416405375e-06,True,363,False
sin,340,-0.3420201433256686,-0.34202,1.433256686111939e-07,True,-0.34202,1.433256686111939e-07,True,202,False
cos,340,0.9396926207859084,0.93969,2.6207859084026452e-06,True,0.93969,2.6207859084026452e-06,True,163,False
tan,340,-0.3639702342662022,-0.36397,2.342662021592723e-07,True,-0.36397,2.342662021592723e-07,True,351,False
sin,341,-0.3255681544571567,-0.55919,0.23362184554284326,False,-0.32557,1.8455428433261645e-06,True,625,False
cos,341,0.9455185755993168,0.94552,1.4244006831809486e-06,True,0.94552,1.4244006831809486e-06,True,406,False
tan,341,-0.34432761328966527,-0.32492,0.019407613289665282,False,-0.34433,2.386710334756348e-06,True,404,False
sin,342,-0.3090169943749476,-0.27564,0.03337699437494762,False,-0.30902,3.005625052399097e-06,True,288,False
cos,342,0.9510565162951535,0.95106,3.4837048464853027e-06,True,0.95106,3.4837048464853027e-06,True,822,False
tan,342,-0.32491969623290656,-0.32492,3.037670934236125e-07,True,-0.32492,3.037670934236125e-07,True,413,False
sin,343,-0.29237170472273716,-0.20791,0.08446170472273715,False,-0.29237,1.7047227371391749e-06,True,802,False
cos,343,0.9563047559630353,-0.9613,1.9176047559630354,False,0.9563,4.755963035285582e-06,True,356,False
tan,343,-0.30573068145866084,-0.67451,0.3687793185413392,False,-0.30573,6.814586608339113e-07,True,381,False
sin,344,-0.27563735581699894,-0.27564,2.644183001054845e-06,True,-0.27564,2.644183001054845e-06,True,453,False
cos,344,0.9612616959383189,0.96126,1.6959383188908106e-06,True,0.96126,1.6959383188908106e-06,True,268,False
tan,344,-0.28674538575880765,-0.32492,0.03817461424119234,False,-0.28675,4.61424119235776e-06,True,1940,False
sin,345,-0.2588190451025207,-0.25882,9.548974793105458e-07,True,-0.25882,9.548974793105458e-07,True,306,False
cos,345,0.9659258262890683,0.96593,4.173710931643093e-06,True,0.96593,4.173710931643093e-06,True,240,False
tan,345,-0.26794919243112264,-0.34202,0.07407080756887735,False,-0.26795,8.07568877381204e-07,True,280,False
sin,346,-0.24192189559966787,-0.24192,1.8955996678726716e-06,True,-0.24192,1.8955996678726716e-06,True,360,False
cos,346,0.9702957262759965,0.9703,4.273724003578394e-06,True,0.9703,4.273724003578394e-06,True,407,False
tan,346,-0.24932800284318082,-0.32492,0.07559199715681916,False,-0.24933,1.997156819172341e-06,True,777,False
sin,347,-0.22495105434386534,-0.22495,1.0543438653254356e-06,True,-0.22495,1.0543438653254356e-06,True,296,False
cos,347,0.9743700647852351,0.97437,6.478523517650103e-08,True,0.97437,6.478523517650103e-08,True,487,False
tan,347,-0.23086819112556348,-0.2962,0.06533180887443654,False,0.0,0.23086819112556348,False,2048,False
sin,348,-0.20791169081775987,-0.20791,1.690817759858465e-06,True,-0.20791,1.690817759858465e-06,True,374,False
cos,348,0.9781476007338056,0.97815,2.3992661943861293e-06,True,0.97815,2.3992661943861293e-06,True,259,False
tan,348,-0.21255656167002268,-0.32492,0.1123634383299773,False,-0.21256,3.4383299773177445e-06,True,428,False
sin,349,-0.19080899537654467,-0.15643,0.03437899537654465,False,-0.19081,1.004623455341802e-06,True,359,False
cos,349,0.981627183447664,0.98163,2.816552336026845e-06,True,0.98163,2.816552336026845e-06,True,311,False
tan,349,-0.1943803091377183,-0.18041,0.013970309137718323,False,-0.19438,3.091377183128685e-07,True,980,False
sin,350,-0.1736481776669304,-0.17365,1.8223330696121032e-06,True,-0.17365,1.8223330696121032e-06,True,225,False
cos,350,0.984807753012208,0.98481,2.2469877919428782e-06,True,0.98481,2.2469877919428782e-06,True,112,False
tan,350,-0.176326980708465,-0.08749,0.088836980708465,False,-0.17633,3.0192915349835925e-06,True,278,False
sin,351,-0.15643446504023112,-0.15643,4.465040231105277e-06,True,-0.15643,4.465040231105277e-06,True,286,False
cos,351,0.9876883405951377,0.98769,1.6594048622975421e-06,True,0.98769,1.6594048622975421e-06,True,151,False
tan,351,-0.15838444032453655,-0.01746,0.14092444032453655,False,-0.15838,4.440324536558737e-06,True,384,False
sin,352,-0.13917310096006588,-0.06976,0.06941310096006588,False,-0.13917,3.1009600658937764e-06,True,286,False
cos,352,0.9902680687415703,0.99027,1.9312584297326296e-06,True,0.99027,1.9312584297326296e-06,True,340,False
tan,352,-0.1405408347023919,-0.07007,0.0704708347023919,False,-0.14054,8.347023918997554e-07,True,473,False
sin,353,-0.12186934340514723,-0.05234,0.06952934340514723,False,-0.12187,6.565948527798016e-07,True,343,False
cos,353,0.9925461516413221,0.99619,0.0036438483586779258,False,0.99255,3.848358677949193e-06,True,466,False
tan,353,-0.12278456090290434,-0.12278,4.560902904335307e-06,True,-0.12278,4.560902904335307e-06,True,444,False
sin,354,-0.10452846326765342,-0.10453,1.536732346582581e-06,True,-0.10453,1.536732346582581e-06,True,374,False
cos,354,0.9945218953682733,0.99452,1.8953682733302557e-06,True,0.99452,1.8953682733302557e-06,True,170,False
tan,354,-0.1051042352656764,-0.1051,4.235265676402755e-06,True,-0.1051,4.235265676402755e-06,True,370,False
sin,355,-0.08715574274765832,-0.08716,4.257252341682838e-06,True,-0.08716,4.257252341682838e-06,True,292,False
cos,355,0.9961946980917455,0.99619,4.698091745525268e-06,True,0.99619,4.698091745525268e-06,True,229,False
tan,355,-0.08748866352592415,-0.08749,1.3364740758525784e-06,True,-0.08749,1.3364740758525784e-06,True,414,False
sin,356,-0.06975647374412564,-0.06976,3.526255874367057e-06,True,-0.06976,3.526255874367057e-06,True,391,False
cos,356,0.9975640502598242,0.99452,0.003044050259824238,False,0.99756,4.050259824195379e-06,True,247,False
tan,356,-0.06992681194351076,-0.06993,3.188056489245028e-06,True,-0.06993,3.188056489245028e-06,True,477,False
sin,357,-0.05233595624294437,-0.05234,4.043757055628705e-06,True,-0.05234,4.043757055628705e-06,True,450,False
cos,357,0.9986295347545738,0.99863,4.652454261844241e-07,True,0.99863,4.652454261844241e-07,True,316,False
tan,357,-0.052407779283041744,-0.05241,2.2207169582538766e-06,True,-0.05241,2.2207169582538766e-06,True,882,False
sin,358,-0.034899496702500823,-0.0349,5.032974991769912e-07,True,-0.0349,5.032974991769912e-07,True,399,False
cos,358,0.9993908270190958,0.99939,8.270190957615497e-07,True,0.99939,8.270190957615497e-07,True,233,False
tan,358,-0.03492076949174758,-0.03492,7.69491747577844e-07,True,-0.03492,7.69491747577844e-07,True,527,False
sin,359,-0.01745240643728356,-0.01745,2.4064372835599923e-06,True,-0.01745,2.4064372835599923e-06,True,195,False
cos,359,0.9998476951563913,0.99986,1.2304843608701432e-05,False,0.99985,2.3048436087469426e-06,True,273,False
tan,359,-0.017455064928217634,-0.01746,4.935071782365824e-06,True,-0.01746,4.935071782365824e-06,True,412,False
